Study_Hours,Sleep_Hours,Absences,Attendance_Pct,Quiz_Score,Assignments,GPA_Prev,Part_Time_Job,Passed
5.9,5.0,4,82.6,60.3,8,4.0,No,1
7.0,8.7,7,70.0,57.3,5,2.69,No,1
3.2,8.4,4,83.4,41.6,8,2.78,Yes,1
2.6,6.3,3,94.4,33.1,7,2.85,No,1
5.3,4.2,2,84.1,,8,2.85,Yes,1
6.5,9.0,2,87.0,36.1,10,2.06,No,1
6.1,4.1,2,98.1,52.0,10,3.98,No,1
6.4,8.2,4,91.3,51.9,7,2.3,Yes,1
3.5,9.8,4,80.7,43.3,6,3.17,No,1
6.5,6.6,4,92.3,67.2,10,2.17,No,1
1.0,5.4,4,88.9,23.5,4,2.04,Yes,0
4.4,8.2,5,78.7,61.0,10,3.83,Yes,1
0.0,8.9,3,75.8,17.9,5,2.42,Yes,0
2.6,7.3,3,79.7,29.1,8,2.48,No,1
2.9,9.8,1,92.7,24.8,4,2.7,No,1
3.2,4.3,6,79.8,48.9,9,4.0,No,1
5.6,7.0,6,79.8,56.7,8,4.0,No,1
3.1,8.3,5,77.7,46.7,7,3.4,Yes,0
3.6,9.2,4,82.8,47.1,10,4.0,No,1
1.9,5.1,3,87.8,33.1,6,1.84,No,0
3.0,8.8,2,90.9,43.2,7,2.96,No,1
1.8,7.3,3,88.8,51.3,9,2.55,Yes,1
0.6,6.4,4,83.8,21.7,10,1.26,Yes,0
4.8,,4,75.6,66.1,8,2.82,No,0
5.3,9.2,4,83.0,57.6,10,2.16,No,1
5.0,4.9,8,67.9,55.1,10,3.57,Yes,1
3.7,5.9,3,92.9,47.4,8,2.22,No,1
3.0,5.7,4,79.8,13.8,6,2.18,No,0
6.9,9.2,3,89.0,59.5,5,3.57,No,1
5.4,8.2,4,75.6,48.2,10,2.52,No,1
5.8,6.8,5,80.8,59.3,7,2.29,No,0
3.8,4.1,8,64.6,46.5,9,2.2,Yes,0
2.2,5.1,2,92.2,42.7,10,2.14,No,0
7.8,9.0,2,100.0,70.5,8,1.76,No,1
6.9,6.7,7,76.1,71.4,5,2.86,No,1
3.0,8.8,7,80.8,38.9,10,2.48,Yes,0
7.0,5.3,3,89.9,66.1,7,3.48,No,1
2.4,4.8,5,70.6,51.5,5,2.5,No,0
3.5,7.5,2,90.0,42.5,10,2.46,No,1
0.6,4.0,4,97.6,,7,3.31,No,0
2.3,9.3,3,87.0,25.8,7,2.44,No,1
7.7,5.7,6,71.1,49.9,10,2.82,No,1
4.0,4.7,3,92.0,50.0,10,3.45,No,1
3.4,6.3,4,83.3,27.4,8,2.45,No,0
